Animal_ID,Timestamp,temp_without_drink_cycles,animal_activity
11552,2018-07-29 11:58:00,38.95,3.73
11586,2018-07-29 12:01:00,39.40,2.43
11381,2018-07-29 12:02:00,40.49,3.80
4380,2018-07-29 12:02:00,39.76,3.35
4382,2018-07-29 12:02:00,39.43,3.47
11587,2018-07-29 12:03:00,39.43,5.70
11593,2018-07-29 12:03:00,39.31,4.56
2719,2018-07-29 12:04:00,39.28,2.14
9659,2018-07-29 12:07:00,39.07,3.25
11552,2018-07-29 12:08:00,39.13,2.99
11586,2018-07-29 12:11:00,39.34,4.39
4380,2018-07-29 12:12:00,39.91,3.64
4382,2018-07-29 12:12:00,39.43,2.86
11381,2018-07-29 12:12:00,40.41,4.66
11587,2018-07-29 12:13:00,39.43,3.19
11593,2018-07-29 12:13:00,39.31,6.92
2719,2018-07-29 12:14:00,39.37,3.63
9659,2018-07-29 12:17:00,38.99,4.47
11552,2018-07-29 12:18:00,39.31,3.33
11586,2018-07-29 12:21:00,39.34,2.95
4382,2018-07-29 12:22:00,39.43,4.93
4380,2018-07-29 12:22:00,40.00,5.39
11381,2018-07-29 12:22:00,40.32,5.18
11587,2018-07-29 12:23:00,39.35,5.48
11593,2018-07-29 12:23:00,39.31,5.49
2719,2018-07-29 12:24:00,39.43,2.63
9659,2018-07-29 12:27:00,38.91,1.80
11552,2018-07-29 12:28:00,39.40,3.42
11586,2018-07-29 12:31:00,39.43,3.03
11381,2018-07-29 12:32:00,40.24,5.00
4380,2018-07-29 12:32:00,40.00,1.56
4382,2018-07-29 12:32:00,39.40,5.00
11587,2018-07-29 12:33:00,39.26,6.30
11593,2018-07-29 12:33:00,39.23,5.74
2719,2018-07-29 12:34:00,39.49,1.87
9659,2018-07-29 12:37:00,38.98,2.64
11552,2018-07-29 12:38:00,39.46,3.19
11586,2018-07-29 12:41:00,39.43,2.41
11381,2018-07-29 12:42:00,40.16,4.68
4380,2018-07-29 12:42:00,39.97,1.68
4382,2018-07-29 12:42:00,39.37,3.94
11593,2018-07-29 12:43:00,39.14,4.94
11587,2018-07-29 12:43:00,39.18,6.11
2719,2018-07-29 12:44:00,39.55,2.17
9659,2018-07-29 12:47:00,39.10,3.99
11552,2018-07-29 12:48:00,39.49,4.63
11586,2018-07-29 12:51:00,39.40,2.01
11381,2018-07-29 12:52:00,40.07,3.50
4380,2018-07-29 12:52:00,39.97,2.09
4382,2018-07-29 12:52:00,39.31,3.93
11593,2018-07-29 12:53:00,39.13,6.41
11587,2018-07-29 12:53:00,39.10,4.70
2719,2018-07-29 12:54:00,39.61,2.22
9659,2018-07-29 12:57:00,39.31,3.61
11552,2018-07-29 12:58:00,39.49,4.07
11586,2018-07-29 13:01:00,39.34,2.21
4380,2018-07-29 13:02:00,40.00,1.87
4382,2018-07-29 13:02:00,39.28,2.92
11381,2018-07-29 13:02:00,39.99,3.06
11593,2018-07-29 13:03:00,39.22,7.66
11587,2018-07-29 13:03:00,39.01,2.39
2719,2018-07-29 13:04:00,39.64,2.58
9659,2018-07-29 13:07:00,39.43,4.31
11552,2018-07-29 13:08:00,39.49,2.76
11586,2018-07-29 13:11:00,39.34,1.61
11381,2018-07-29 13:12:00,39.91,3.01
4380,2018-07-29 13:12:00,40.03,2.22
4382,2018-07-29 13:12:00,39.28,2.51
11587,2018-07-29 13:13:00,38.93,2.81
11593,2018-07-29 13:13:00,39.25,7.79
2719,2018-07-29 13:14:00,39.64,3.29
9659,2018-07-29 13:17:00,39.46,3.02
11552,2018-07-29 13:18:00,39.49,3.21
11586,2018-07-29 13:21:00,39.34,2.03
4382,2018-07-29 13:22:00,39.34,2.95
11381,2018-07-29 13:22:00,39.82,1.84
4380,2018-07-29 13:22:00,40.06,3.19
11587,2018-07-29 13:23:00,38.85,2.89
11593,2018-07-29 13:23:00,39.22,7.86
2719,2018-07-29 13:24:00,39.73,2.95
9659,2018-07-29 13:27:00,39.55,3.64
11552,2018-07-29 13:28:00,39.55,2.75
11586,2018-07-29 13:31:00,39.34,3.79
11381,2018-07-29 13:32:00,39.74,2.38
4382,2018-07-29 13:32:00,39.37,2.48
4380,2018-07-29 13:32:00,40.06,2.08
11593,2018-07-29 13:33:00,39.13,10.55
11587,2018-07-29 13:33:00,38.86,4.78
2719,2018-07-29 13:34:00,39.76,2.33
9659,2018-07-29 13:37:00,39.58,2.70
11552,2018-07-29 13:38:00,39.58,2.94
11586,2018-07-29 13:41:00,39.34,1.40
4380,2018-07-29 13:42:00,40.03,2.12
4382,2018-07-29 13:42:00,39.43,2.42
11381,2018-07-29 13:42:00,39.66,4.71
11587,2018-07-29 13:43:00,39.01,4.50
11593,2018-07-29 13:43:00,39.05,4.74
2719,2018-07-29 13:44:00,39.76,1.64
9659,2018-07-29 13:47:00,39.61,2.84
11552,2018-07-29 13:48:00,39.67,4.66
11586,2018-07-29 13:51:00,39.31,1.71
11381,2018-07-29 13:52:00,39.57,5.85
4380,2018-07-29 13:52:00,40.00,1.91
4382,2018-07-29 13:52:00,39.52,2.98
11593,2018-07-29 13:53:00,38.97,5.33
11587,2018-07-29 13:53:00,39.07,4.37
2719,2018-07-29 13:54:00,39.76,3.30
9659,2018-07-29 13:57:00,39.67,3.27
11552,2018-07-29 13:58:00,39.67,4.58
11586,2018-07-29 14:01:00,39.28,2.23
4380,2018-07-29 14:02:00,40.00,2.78
4382,2018-07-29 14:02:00,39.52,5.04
11381,2018-07-29 14:02:00,39.52,10.33
11587,2018-07-29 14:03:00,39.13,2.37
11593,2018-07-29 14:03:00,38.95,3.17
2719,2018-07-29 14:04:00,39.76,2.56
9659,2018-07-29 14:07:00,39.76,3.73
11552,2018-07-29 14:08:00,39.67,3.12
11586,2018-07-29 14:11:00,39.25,2.17
4380,2018-07-29 14:12:00,40.03,3.14
4382,2018-07-29 14:12:00,39.52,4.49
11381,2018-07-29 14:12:00,39.55,10.03
11587,2018-07-29 14:13:00,39.16,3.53
11593,2018-07-29 14:13:00,39.01,4.44
2719,2018-07-29 14:14:00,39.68,3.25
9659,2018-07-29 14:17:00,39.79,2.89
11552,2018-07-29 14:18:00,39.67,3.19
11586,2018-07-29 14:21:00,39.25,2.50
4382,2018-07-29 14:22:00,39.52,4.56
4380,2018-07-29 14:22:00,40.03,3.15
11381,2018-07-29 14:22:00,39.61,2.12
11593,2018-07-29 14:23:00,39.07,3.16
11587,2018-07-29 14:23:00,39.31,3.48
2719,2018-07-29 14:24:00,39.64,2.49
9659,2018-07-29 14:27:00,39.79,2.11
11552,2018-07-29 14:28:00,39.70,3.34
11586,2018-07-29 14:31:00,39.34,1.22
11381,2018-07-29 14:32:00,39.70,1.16
4380,2018-07-29 14:32:00,40.00,2.23
4382,2018-07-29 14:32:00,39.58,4.29
11593,2018-07-29 14:33:00,39.10,3.43
11587,2018-07-29 14:33:00,39.37,2.90
2719,2018-07-29 14:34:00,39.58,3.03
9659,2018-07-29 14:37:00,39.76,2.02
11552,2018-07-29 14:38:00,39.70,3.36
11586,2018-07-29 14:41:00,39.34,2.06
4380,2018-07-29 14:42:00,39.94,2.94
4382,2018-07-29 14:42:00,39.67,3.84
11381,2018-07-29 14:42:00,39.76,1.24
11593,2018-07-29 14:43:00,39.19,4.39
11587,2018-07-29 14:43:00,39.43,2.30
2719,2018-07-29 14:44:00,39.58,2.67
9659,2018-07-29 14:47:00,39.73,2.05
11552,2018-07-29 14:48:00,39.70,6.26
11586,2018-07-29 14:51:00,39.34,1.54
4380,2018-07-29 14:52:00,39.91,2.77
4382,2018-07-29 14:52:00,39.79,5.07
11381,2018-07-29 14:52:00,39.85,4.83
11593,2018-07-29 14:53:00,39.25,5.25
11587,2018-07-29 14:53:00,39.49,2.89
2719,2018-07-29 14:54:00,39.58,4.07
9659,2018-07-29 14:57:00,39.73,2.05
11552,2018-07-29 14:58:00,39.67,5.84
11586,2018-07-29 15:01:00,39.31,15.12
4380,2018-07-29 15:02:00,39.85,2.96
11381,2018-07-29 15:02:00,39.85,11.51
4382,2018-07-29 15:02:00,39.85,5.54
11593,2018-07-29 15:03:00,39.34,5.06
11587,2018-07-29 15:03:00,39.49,4.25
2719,2018-07-29 15:04:00,39.58,3.39
9659,2018-07-29 15:07:00,39.73,3.11
11552,2018-07-29 15:08:00,39.67,5.94
11586,2018-07-29 15:11:00,39.25,4.43
4380,2018-07-29 15:12:00,39.79,3.45
11381,2018-07-29 15:12:00,39.77,4.52
4382,2018-07-29 15:12:00,39.85,5.20
11593,2018-07-29 15:13:00,39.40,2.93
11587,2018-07-29 15:13:00,39.49,2.88
2719,2018-07-29 15:14:00,39.50,3.78
9659,2018-07-29 15:17:00,39.73,4.81
11552,2018-07-29 15:18:00,39.59,6.49
11586,2018-07-29 15:21:00,39.16,2.71
4382,2018-07-29 15:22:00,39.79,5.13
11381,2018-07-29 15:22:00,39.69,4.83
4380,2018-07-29 15:22:00,39.79,3.39
11587,2018-07-29 15:23:00,39.49,4.04
11593,2018-07-29 15:23:00,39.40,3.62
2719,2018-07-29 15:24:00,39.41,4.25
9659,2018-07-29 15:27:00,39.79,5.12
11552,2018-07-29 15:28:00,39.50,4.79
11586,2018-07-29 15:31:00,39.08,3.88
4380,2018-07-29 15:32:00,39.71,3.05
11381,2018-07-29 15:32:00,39.60,4.83
4382,2018-07-29 15:32:00,39.71,4.80
11587,2018-07-29 15:33:00,39.55,4.92
11593,2018-07-29 15:33:00,39.46,2.84
2719,2018-07-29 15:34:00,39.33,3.97
9659,2018-07-29 15:37:00,39.79,5.49
11552,2018-07-29 15:38:00,39.42,3.87
11586,2018-07-29 15:41:00,39.00,2.83
4382,2018-07-29 15:42:00,39.62,5.65
11381,2018-07-29 15:42:00,39.58,4.95
4380,2018-07-29 15:42:00,39.62,2.52
11593,2018-07-29 15:43:00,39.58,2.49
11587,2018-07-29 15:43:00,39.64,5.04
2719,2018-07-29 15:44:00,39.25,6.51
9659,2018-07-29 15:47:00,39.71,3.96
11552,2018-07-29 15:48:00,39.34,3.69
11586,2018-07-29 15:51:00,38.91,4.44
4382,2018-07-29 15:52:00,39.54,4.43
4380,2018-07-29 15:52:00,39.54,2.64
11381,2018-07-29 15:52:00,39.67,1.73
11593,2018-07-29 15:53:00,39.58,5.90
11587,2018-07-29 15:53:00,39.64,4.23
2719,2018-07-29 15:54:00,39.16,2.44
9659,2018-07-29 15:57:00,39.62,3.09
11552,2018-07-29 15:58:00,39.25,4.43
11586,2018-07-29 16:01:00,38.83,1.76
11381,2018-07-29 16:02:00,39.82,1.71
4382,2018-07-29 16:02:00,39.46,4.43
4380,2018-07-29 16:02:00,39.46,4.63
11587,2018-07-29 16:03:00,39.61,3.58
11593,2018-07-29 16:03:00,39.61,4.01
2719,2018-07-29 16:04:00,39.08,2.86
9659,2018-07-29 16:07:00,39.54,4.09
11552,2018-07-29 16:08:00,39.17,4.77
11586,2018-07-29 16:11:00,38.75,1.78
4382,2018-07-29 16:12:00,39.37,5.07
11381,2018-07-29 16:12:00,40.00,2.13
4380,2018-07-29 16:12:00,39.37,2.79
11587,2018-07-29 16:13:00,39.53,3.18
11593,2018-07-29 16:13:00,39.58,4.33
2719,2018-07-29 16:14:00,39.00,1.86
9659,2018-07-29 16:17:00,39.46,3.13
11552,2018-07-29 16:18:00,39.09,3.11
11586,2018-07-29 16:21:00,38.86,2.81
4382,2018-07-29 16:22:00,39.29,4.69
11381,2018-07-29 16:22:00,40.19,2.69
4380,2018-07-29 16:22:00,39.34,3.50
11593,2018-07-29 16:23:00,39.50,6.27
11587,2018-07-29 16:23:00,39.44,6.47
2719,2018-07-29 16:24:00,38.91,2.06
9659,2018-07-29 16:27:00,39.37,3.79
11552,2018-07-29 16:28:00,39.00,3.89
11586,2018-07-29 16:31:00,39.01,1.08
4380,2018-07-29 16:32:00,39.34,3.26
11381,2018-07-29 16:32:00,40.37,2.62
4382,2018-07-29 16:32:00,39.21,3.65
11587,2018-07-29 16:33:00,39.37,6.40
11593,2018-07-29 16:33:00,39.41,5.00
2719,2018-07-29 16:34:00,38.83,4.85
9659,2018-07-29 16:37:00,39.29,2.86
11552,2018-07-29 16:38:00,39.01,4.37
11586,2018-07-29 16:41:00,39.13,1.44
11381,2018-07-29 16:42:00,40.52,2.49
4382,2018-07-29 16:42:00,39.12,3.92
4380,2018-07-29 16:42:00,39.26,2.77
11593,2018-07-29 16:43:00,39.33,3.71
11587,2018-07-29 16:43:00,39.37,6.46
2719,2018-07-29 16:44:00,38.98,4.43
9659,2018-07-29 16:47:00,39.21,2.54
11552,2018-07-29 16:48:00,39.10,3.66
11586,2018-07-29 16:51:00,39.28,1.57
11381,2018-07-29 16:52:00,40.65,3.13
4382,2018-07-29 16:52:00,39.04,4.43
4380,2018-07-29 16:52:00,39.17,3.33
11593,2018-07-29 16:53:00,39.25,8.74
11587,2018-07-29 16:53:00,39.29,4.20
2719,2018-07-29 16:54:00,39.01,4.42
9659,2018-07-29 16:57:00,39.12,2.73
11552,2018-07-29 16:58:00,39.22,3.56
11586,2018-07-29 17:01:00,39.34,1.51
4380,2018-07-29 17:02:00,39.09,3.80
11381,2018-07-29 17:02:00,40.65,3.98
4382,2018-07-29 17:02:00,38.96,3.59
11587,2018-07-29 17:03:00,39.20,4.03
11593,2018-07-29 17:03:00,39.16,9.62
2719,2018-07-29 17:04:00,39.01,3.12
9659,2018-07-29 17:07:00,39.04,2.82
11552,2018-07-29 17:08:00,39.22,2.55
11586,2018-07-29 17:11:00,39.40,1.81
4380,2018-07-29 17:12:00,39.04,3.52
4382,2018-07-29 17:12:00,38.92,3.95
11381,2018-07-29 17:12:00,40.56,4.42
11587,2018-07-29 17:13:00,39.12,4.57
11593,2018-07-29 17:13:00,39.22,6.41
2719,2018-07-29 17:14:00,39.04,4.54
9659,2018-07-29 17:17:00,38.98,3.40
11552,2018-07-29 17:18:00,39.28,3.53
11586,2018-07-29 17:21:00,39.40,2.59
4382,2018-07-29 17:22:00,39.04,3.59
11381,2018-07-29 17:22:00,40.48,5.73
4380,2018-07-29 17:22:00,39.34,2.60
11593,2018-07-29 17:23:00,39.22,6.82
11587,2018-07-29 17:23:00,39.04,5.96
2719,2018-07-29 17:24:00,39.04,4.54
9659,2018-07-29 17:27:00,39.10,3.57
11552,2018-07-29 17:28:00,39.34,3.17
11586,2018-07-29 17:31:00,39.40,11.42
4380,2018-07-29 17:32:00,39.61,3.09
4382,2018-07-29 17:32:00,39.13,3.55
11381,2018-07-29 17:32:00,40.39,4.83
11587,2018-07-29 17:33:00,38.98,14.29
11593,2018-07-29 17:33:00,39.25,13.03
2719,2018-07-29 17:34:00,39.07,4.60
9659,2018-07-29 17:37:00,39.10,3.13
11552,2018-07-29 17:38:00,39.43,11.91
11586,2018-07-29 17:41:00,39.43,2.60
11381,2018-07-29 17:42:00,40.31,4.21
4380,2018-07-29 17:42:00,39.82,3.42
4382,2018-07-29 17:42:00,39.28,3.63
11593,2018-07-29 17:43:00,39.25,18.62
11587,2018-07-29 17:43:00,39.04,5.29
2719,2018-07-29 17:44:00,39.19,3.10
9659,2018-07-29 17:47:00,39.10,2.83
11552,2018-07-29 17:48:00,39.46,4.89
11586,2018-07-29 17:51:00,39.52,3.55
4382,2018-07-29 17:52:00,39.40,3.17
11381,2018-07-29 17:52:00,40.23,3.11
4380,2018-07-29 17:52:00,40.00,3.33
11587,2018-07-29 17:53:00,39.13,5.16
11593,2018-07-29 17:53:00,39.43,9.46
2719,2018-07-29 17:54:00,39.31,7.07
9659,2018-07-29 17:57:00,39.10,5.15
11552,2018-07-29 17:58:00,39.49,5.04
11586,2018-07-29 18:01:00,39.55,10.69
4382,2018-07-29 18:02:00,39.49,6.08
4380,2018-07-29 18:02:00,40.06,4.53
11381,2018-07-29 18:02:00,40.22,2.48
11587,2018-07-29 18:03:00,39.19,4.99
11593,2018-07-29 18:03:00,39.58,5.27
2719,2018-07-29 18:04:00,39.37,4.88
9659,2018-07-29 18:07:00,39.10,5.70
11552,2018-07-29 18:08:00,39.49,4.11
11586,2018-07-29 18:11:00,39.55,3.75
11381,2018-07-29 18:12:00,40.28,3.69
4382,2018-07-29 18:12:00,39.49,15.93
4380,2018-07-29 18:12:00,40.10,14.31
11587,2018-07-29 18:13:00,39.22,10.01
11593,2018-07-29 18:13:00,39.70,11.74
2719,2018-07-29 18:14:00,39.46,12.96
9659,2018-07-29 18:17:00,39.16,10.35
11552,2018-07-29 18:18:00,39.49,11.78
11586,2018-07-29 18:21:00,39.49,2.15
4382,2018-07-29 18:22:00,39.46,3.44
11381,2018-07-29 18:22:00,40.40,3.92
4380,2018-07-29 18:22:00,40.10,4.26
11587,2018-07-29 18:23:00,39.31,7.86
11593,2018-07-29 18:23:00,39.76,5.38
2719,2018-07-29 18:24:00,39.49,4.31
9659,2018-07-29 18:27:00,39.22,3.11
11552,2018-07-29 18:28:00,39.49,7.57
11586,2018-07-29 18:31:00,39.49,2.00
4382,2018-07-29 18:32:00,39.46,15.08
11381,2018-07-29 18:32:00,40.46,2.29
4380,2018-07-29 18:32:00,40.12,3.60
11587,2018-07-29 18:33:00,39.40,6.25
11593,2018-07-29 18:33:00,39.97,8.98
2719,2018-07-29 18:34:00,39.52,2.84
9659,2018-07-29 18:37:00,39.22,12.00
11552,2018-07-29 18:38:00,39.41,6.56
11586,2018-07-29 18:41:00,39.41,2.94
4382,2018-07-29 18:42:00,39.43,6.82
4380,2018-07-29 18:42:00,40.12,4.08
11381,2018-07-29 18:42:00,40.46,1.84
11593,2018-07-29 18:43:00,40.16,5.51
11587,2018-07-29 18:43:00,39.43,6.83
2719,2018-07-29 18:44:00,39.52,14.93
9659,2018-07-29 18:47:00,39.13,6.83
11552,2018-07-29 18:48:00,39.32,6.58
11586,2018-07-29 18:51:00,39.32,2.69
4382,2018-07-29 18:52:00,39.35,4.87
4380,2018-07-29 18:52:00,40.12,3.50
11381,2018-07-29 18:52:00,40.46,4.20
11593,2018-07-29 18:53:00,40.16,13.62
11587,2018-07-29 18:53:00,39.40,5.10
2719,2018-07-29 18:54:00,39.44,5.86
9659,2018-07-29 18:57:00,39.05,2.68
11552,2018-07-29 18:58:00,39.24,6.53
11586,2018-07-29 19:01:00,39.24,3.98
4380,2018-07-29 19:02:00,40.12,3.61
4382,2018-07-29 19:02:00,39.26,5.92
11381,2018-07-29 19:02:00,40.38,4.22
11587,2018-07-29 19:03:00,39.32,3.83
11593,2018-07-29 19:03:00,40.07,4.17
2719,2018-07-29 19:04:00,39.35,5.88
9659,2018-07-29 19:07:00,38.97,3.17
11552,2018-07-29 19:08:00,39.16,5.75
11586,2018-07-29 19:11:00,39.16,3.43
11381,2018-07-29 19:12:00,40.29,4.16
4382,2018-07-29 19:12:00,39.18,5.88
4380,2018-07-29 19:12:00,40.06,4.17
11587,2018-07-29 19:13:00,39.23,5.27
11593,2018-07-29 19:13:00,39.99,2.22
2719,2018-07-29 19:14:00,39.27,3.03
9659,2018-07-29 19:17:00,38.88,2.33
11552,2018-07-29 19:18:00,39.07,7.14
11586,2018-07-29 19:21:00,39.07,2.36
4380,2018-07-29 19:22:00,40.06,17.54
11381,2018-07-29 19:22:00,40.21,4.62
4382,2018-07-29 19:22:00,39.10,4.81
11587,2018-07-29 19:23:00,39.15,5.47
11593,2018-07-29 19:23:00,39.91,2.88
2719,2018-07-29 19:24:00,39.19,2.98
9659,2018-07-29 19:27:00,38.86,3.07
11552,2018-07-29 19:28:00,38.99,5.24
11586,2018-07-29 19:31:00,38.99,5.46
4380,2018-07-29 19:32:00,40.03,3.82
4382,2018-07-29 19:32:00,39.01,2.98
11381,2018-07-29 19:32:00,40.13,4.80
11587,2018-07-29 19:33:00,39.07,5.03
11593,2018-07-29 19:33:00,39.82,2.50
2719,2018-07-29 19:34:00,39.16,2.99
9659,2018-07-29 19:37:00,38.98,2.81
11552,2018-07-29 19:38:00,38.91,4.35
11586,2018-07-29 19:41:00,38.92,3.65
4382,2018-07-29 19:42:00,38.93,3.52
11381,2018-07-29 19:42:00,40.04,1.90
4380,2018-07-29 19:42:00,39.97,4.00
11587,2018-07-29 19:43:00,38.98,3.78
11593,2018-07-29 19:43:00,39.82,2.43
2719,2018-07-29 19:44:00,39.22,2.57
9659,2018-07-29 19:47:00,39.13,2.25
11552,2018-07-29 19:48:00,38.82,4.42
11586,2018-07-29 19:51:00,39.04,1.79
4380,2018-07-29 19:52:00,39.89,3.89
11381,2018-07-29 19:52:00,39.96,2.65
4382,2018-07-29 19:52:00,38.98,3.60
11593,2018-07-29 19:53:00,40.00,3.34
11587,2018-07-29 19:53:00,39.01,3.63
2719,2018-07-29 19:54:00,39.31,4.24
9659,2018-07-29 19:57:00,39.25,2.52
11552,2018-07-29 19:58:00,38.74,3.80
11586,2018-07-29 20:01:00,39.10,1.73
4382,2018-07-29 20:02:00,39.04,3.35
11381,2018-07-29 20:02:00,39.94,3.10
4380,2018-07-29 20:02:00,39.81,4.08
11593,2018-07-29 20:03:00,40.10,2.23
11587,2018-07-29 20:03:00,39.19,3.46
2719,2018-07-29 20:04:00,39.40,3.89
9659,2018-07-29 20:07:00,39.34,2.73
11552,2018-07-29 20:08:00,38.66,3.98
11586,2018-07-29 20:11:00,39.16,1.20
11381,2018-07-29 20:12:00,40.12,3.15
4382,2018-07-29 20:12:00,39.13,4.00
4380,2018-07-29 20:12:00,39.72,3.75
11593,2018-07-29 20:13:00,40.10,10.50
11587,2018-07-29 20:13:00,39.34,3.35
2719,2018-07-29 20:14:00,39.43,3.36
9659,2018-07-29 20:17:00,39.46,2.41
11552,2018-07-29 20:18:00,38.89,4.98
11586,2018-07-29 20:21:00,39.22,1.80
4380,2018-07-29 20:22:00,39.64,4.66
4382,2018-07-29 20:22:00,39.22,4.91
11381,2018-07-29 20:22:00,40.28,2.58
11587,2018-07-29 20:23:00,39.52,5.10
11593,2018-07-29 20:23:00,40.06,7.24
2719,2018-07-29 20:24:00,39.49,3.03
9659,2018-07-29 20:27:00,39.52,2.51
11552,2018-07-29 20:28:00,39.07,4.57
11586,2018-07-29 20:31:00,39.31,3.20
4380,2018-07-29 20:32:00,39.56,3.31
4382,2018-07-29 20:32:00,39.34,5.13
11381,2018-07-29 20:32:00,40.40,2.78
11587,2018-07-29 20:33:00,39.52,4.59
11593,2018-07-29 20:33:00,40.00,4.94
2719,2018-07-29 20:34:00,39.58,3.14
9659,2018-07-29 20:37:00,39.52,3.32
11552,2018-07-29 20:38:00,39.13,3.79
11586,2018-07-29 20:41:00,39.31,2.71
11381,2018-07-29 20:42:00,40.49,3.82
4380,2018-07-29 20:42:00,39.47,2.24
4382,2018-07-29 20:42:00,39.46,4.99
11587,2018-07-29 20:43:00,39.52,3.23
11593,2018-07-29 20:43:00,39.97,5.44
2719,2018-07-29 20:44:00,39.73,3.99
9659,2018-07-29 20:47:00,39.52,5.00
11552,2018-07-29 20:48:00,39.28,3.32
11586,2018-07-29 20:51:00,39.31,3.51
4382,2018-07-29 20:52:00,39.58,4.66
11381,2018-07-29 20:52:00,40.61,5.30
4380,2018-07-29 20:52:00,39.39,2.33
11593,2018-07-29 20:53:00,39.89,6.91
11587,2018-07-29 20:53:00,39.44,4.05
2719,2018-07-29 20:54:00,39.82,3.62
9659,2018-07-29 20:57:00,39.52,4.57
11552,2018-07-29 20:58:00,39.43,2.74
11586,2018-07-29 21:01:00,39.37,3.18
11381,2018-07-29 21:02:00,40.61,5.17
4382,2018-07-29 21:02:00,39.70,3.78
4380,2018-07-29 21:02:00,39.52,2.33
11587,2018-07-29 21:03:00,39.43,3.17
11593,2018-07-29 21:03:00,39.82,7.22
2719,2018-07-29 21:04:00,39.94,5.71
9659,2018-07-29 21:07:00,39.46,2.67
11552,2018-07-29 21:08:00,39.55,2.52
11586,2018-07-29 21:11:00,39.40,2.25
4382,2018-07-29 21:12:00,39.79,2.69
11381,2018-07-29 21:12:00,40.53,5.11
4380,2018-07-29 21:12:00,39.70,3.62
11587,2018-07-29 21:13:00,39.43,2.94
11593,2018-07-29 21:13:00,39.82,4.82
2719,2018-07-29 21:14:00,40.00,3.08
9659,2018-07-29 21:17:00,39.46,2.76
11552,2018-07-29 21:18:00,39.67,4.09
11586,2018-07-29 21:21:00,39.40,3.85
4382,2018-07-29 21:22:00,39.88,2.76
11381,2018-07-29 21:22:00,40.45,4.00
4380,2018-07-29 21:22:00,39.85,3.10
11587,2018-07-29 21:23:00,39.52,5.08
11593,2018-07-29 21:23:00,39.79,3.88
2719,2018-07-29 21:24:00,40.00,3.02
9659,2018-07-29 21:27:00,39.58,2.58
11552,2018-07-29 21:28:00,39.76,4.45
11586,2018-07-29 21:31:00,39.37,3.08
4380,2018-07-29 21:32:00,39.91,2.21
11381,2018-07-29 21:32:00,40.36,4.93
4382,2018-07-29 21:32:00,39.88,3.14
11593,2018-07-29 21:33:00,39.79,3.17
11587,2018-07-29 21:33:00,39.58,6.01
2719,2018-07-29 21:34:00,40.00,3.52
9659,2018-07-29 21:37:00,39.76,3.15
11552,2018-07-29 21:38:00,39.79,3.68
11586,2018-07-29 21:41:00,39.37,2.03
4380,2018-07-29 21:42:00,39.97,4.15
4382,2018-07-29 21:42:00,39.91,2.75
11381,2018-07-29 21:42:00,40.28,4.48
11587,2018-07-29 21:43:00,39.58,5.69
11593,2018-07-29 21:43:00,39.82,2.93
2719,2018-07-29 21:44:00,40.06,3.58
9659,2018-07-29 21:47:00,39.91,2.91
11552,2018-07-29 21:48:00,39.82,3.81
11586,2018-07-29 21:51:00,39.46,2.62
4380,2018-07-29 21:52:00,40.10,2.93
11381,2018-07-29 21:52:00,40.20,4.17
4382,2018-07-29 21:52:00,40.00,3.09
11587,2018-07-29 21:53:00,39.55,5.87
11593,2018-07-29 21:53:00,39.91,5.05
2719,2018-07-29 21:54:00,40.06,3.31
9659,2018-07-29 21:57:00,40.03,2.51
11552,2018-07-29 21:58:00,39.91,7.36
11586,2018-07-29 22:01:00,39.49,4.03
4382,2018-07-29 22:02:00,40.10,4.38
4380,2018-07-29 22:02:00,40.16,3.50
11381,2018-07-29 22:02:00,40.11,9.23
11587,2018-07-29 22:03:00,39.47,4.68
11593,2018-07-29 22:03:00,39.91,4.69
2719,2018-07-29 22:04:00,40.10,4.84
9659,2018-07-29 22:07:00,40.06,3.01
11552,2018-07-29 22:08:00,39.91,7.71
11586,2018-07-29 22:11:00,39.49,3.59
4380,2018-07-29 22:12:00,40.25,3.89
11381,2018-07-29 22:12:00,40.03,3.83
4382,2018-07-29 22:12:00,40.10,3.51
11587,2018-07-29 22:13:00,39.38,5.04
11593,2018-07-29 22:13:00,39.83,5.99
2719,2018-07-29 22:14:00,40.10,5.49
9659,2018-07-29 22:17:00,40.06,2.23
11552,2018-07-29 22:18:00,39.91,5.95
11586,2018-07-29 22:21:00,39.49,3.18
4382,2018-07-29 22:22:00,40.01,5.54
4380,2018-07-29 22:22:00,40.28,4.50
11381,2018-07-29 22:22:00,39.95,1.31
11587,2018-07-29 22:23:00,39.30,4.75
11593,2018-07-29 22:23:00,39.75,5.57
2719,2018-07-29 22:24:00,40.06,6.20
9659,2018-07-29 22:27:00,40.06,5.72
11552,2018-07-29 22:28:00,39.83,4.50
11586,2018-07-29 22:31:00,39.41,3.89
4380,2018-07-29 22:32:00,40.28,5.11
11381,2018-07-29 22:32:00,39.91,5.83
4382,2018-07-29 22:32:00,39.93,4.35
11587,2018-07-29 22:33:00,39.22,2.17
11593,2018-07-29 22:33:00,39.66,5.22
2719,2018-07-29 22:34:00,39.98,5.65
9659,2018-07-29 22:37:00,39.98,7.30
11552,2018-07-29 22:38:00,39.75,4.99
11586,2018-07-29 22:41:00,39.32,2.54
4382,2018-07-29 22:42:00,39.84,3.61
4380,2018-07-29 22:42:00,40.19,3.07
11381,2018-07-29 22:42:00,40.00,2.70
11593,2018-07-29 22:43:00,39.58,4.10
